Education Record_id,Employee_id,Institution Country,Education Level,institution_name,degree_title,field_of_study,graduation_date
3916,3916,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Information Technology,2025-06-30
3917,3917,Ghana,Bachelor's Degree,University of Ghana,BSc,Information Technology,2008-06-30
3918,3918,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BA,Business Administration,2011-06-30
3919,3919,United States,Master's Degree,Massachusetts Institute of Technology,MSc,Information Technology,2006-06-30
3920,3920,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Engineering,2006-06-30
3921,3921,Ghana,Diploma,Accra Technical University,HND,Economics,2019-06-30
3922,3922,Ghana,Diploma,University of Cape Coast,HND,Business Administration,2019-06-30
3923,3923,Ghana,Master's Degree,University of Cape Coast,MSc,Computer Science,2023-06-30
3924,3924,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Business Administration,2013-06-30
3925,3925,Ghana,Doctoral Degree,Accra Technical University,PhD,Engineering,1996-06-30
3926,3926,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Business Administration,2023-06-30
3927,3927,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Business Administration,2018-06-30
3928,3928,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Business Administration,2018-06-30
3929,3929,Ghana,Master's Degree,Accra Technical University,MSc,Economics,2022-06-30
3930,3930,Ghana,Master's Degree,Accra Technical University,MPhil,Engineering,2026-06-30
3931,3931,South Africa,Master's Degree,University of Cape Town,MSc,Engineering,2000-06-30
3932,3932,Ghana,Diploma,University of Cape Coast,HND,Data Analytics,1993-06-30
3933,3933,Canada,Bachelor's Degree,University of Toronto,BSc,Engineering,1990-06-30
3934,3934,United Kingdom,Bachelor's Degree,University of London,BSc,Data Analytics,2021-06-30
3935,3935,Ghana,Doctoral Degree,University of Ghana,PhD,Data Analytics,2012-06-30
3936,3936,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Economics,2000-06-30
3937,3937,Ghana,Diploma,Accra Technical University,HND,Computer Science,2021-06-30
3938,3938,Ghana,Bachelor's Degree,University of Ghana,BSc,Computer Science,2022-06-30
3939,3939,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Computer Science,1996-06-30
3940,3940,Ghana,Master's Degree,University of Ghana,MSc,Computer Science,2007-06-30
3941,3941,Ghana,Master's Degree,University of Cape Coast,MBA,Economics,2019-06-30
3942,3942,United Kingdom,Doctoral Degree,University of London,PhD,Engineering,2001-06-30
3943,3943,Ghana,Doctoral Degree,University of Cape Coast,PhD,Economics,2012-06-30
3944,3944,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Economics,1994-06-30
3945,3945,Canada,Bachelor's Degree,University of Toronto,BA,Business Administration,1990-06-30
3946,3946,Ghana,Diploma,University of Cape Coast,HND,Data Analytics,2026-06-30
3947,3947,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Business Administration,2002-06-30
3948,3948,Ghana,Master's Degree,Ashesi University,MPhil,Engineering,1998-06-30
3949,3949,Ghana,Master's Degree,University of Ghana,MSc,Economics,2022-06-30
3950,3950,South Africa,Master's Degree,University of Cape Town,MSc,Economics,1991-06-30
3951,3951,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Economics,2025-06-30
3952,3952,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Data Analytics,2018-06-30
3953,3953,Ghana,Master's Degree,Accra Technical University,MSc,Economics,2000-06-30
3954,3954,South Africa,Master's Degree,University of Cape Town,MPhil,Engineering,2022-06-30
3955,3955,Ghana,Master's Degree,University of Cape Coast,MA,Business Administration,1996-06-30
3956,3956,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MPhil,Engineering,2011-06-30
3957,3957,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Computer Science,1992-06-30
3958,3958,Canada,Doctoral Degree,University of Toronto,PhD,Information Technology,2023-06-30
3959,3959,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Engineering,2021-06-30
3960,3960,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MBA,Economics,2021-06-30
3961,3961,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Engineering,2002-06-30
3962,3962,Ghana,Master's Degree,Ashesi University,MSc,Data Analytics,2012-06-30
3963,3963,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Economics,2021-06-30
3964,3964,Ghana,Master's Degree,University of Cape Coast,MBA,Data Analytics,1994-06-30
3965,3965,Ghana,Bachelor's Degree,University of Ghana,BA,Business Administration,2016-06-30
3966,3966,Ghana,Master's Degree,University of Cape Coast,MSc,Data Analytics,2023-06-30
3967,3967,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BA,Business Administration,2014-06-30
3968,3968,Ghana,Bachelor's Degree,Accra Technical University,BSc,Business Administration,2002-06-30
3969,3969,Canada,Master's Degree,University of Toronto,MSc,Engineering,2008-06-30
3970,3970,South Africa,Master's Degree,University of Cape Town,MBA,Business Administration,2009-06-30
3971,3971,Ghana,Bachelor's Degree,Accra Technical University,BSc,Data Analytics,2006-06-30
3972,3972,Ghana,Diploma,Ashesi University,HND,Data Analytics,2025-06-30
3973,3973,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MBA,Information Technology,2019-06-30
3974,3974,United Kingdom,Bachelor's Degree,University of London,BA,Business Administration,1998-06-30
3975,3975,Ghana,Master's Degree,University of Ghana,MBA,Data Analytics,2024-06-30
3976,3976,Ghana,Bachelor's Degree,University of Ghana,BSc,Business Administration,2009-06-30
3977,3977,Canada,Master's Degree,University of Toronto,MA,Business Administration,2014-06-30
3978,3978,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BA,Business Administration,2008-06-30
3979,3979,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Business Administration,1990-06-30
3980,3980,Canada,Bachelor's Degree,University of Toronto,BSc,Business Administration,2001-06-30
3981,3981,Ghana,Doctoral Degree,University of Cape Coast,PhD,Business Administration,1992-06-30
3982,3982,Ghana,Doctoral Degree,Ashesi University,PhD,Engineering,1990-06-30
3983,3983,Ghana,Bachelor's Degree,Accra Technical University,BSc,Computer Science,1998-06-30
3984,3984,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Engineering,2013-06-30
3985,3985,Ghana,Master's Degree,Accra Technical University,MPhil,Engineering,2000-06-30
3986,3986,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Business Administration,1993-06-30
3987,3987,South Africa,Bachelor's Degree,University of Cape Town,BSc,Data Analytics,1990-06-30
3988,3988,Ghana,Master's Degree,University of Cape Coast,MSc,Computer Science,2022-06-30
3989,3989,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Information Technology,2024-06-30
3990,3990,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Business Administration,2009-06-30
3991,3991,Ghana,Bachelor's Degree,University of Ghana,BSc,Information Technology,2018-06-30
3992,3992,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Business Administration,1998-06-30
3993,3993,Ghana,Master's Degree,Accra Technical University,MA,Business Administration,2023-06-30
3994,3994,United States,Bachelor's Degree,Massachusetts Institute of Technology,BSc,Information Technology,2009-06-30
3995,3995,Ghana,Master's Degree,Ashesi University,MPhil,Engineering,2004-06-30
3996,3996,Ghana,Diploma,Accra Technical University,HND,Business Administration,2010-06-30
3997,3997,Ghana,Bachelor's Degree,Accra Technical University,BSc,Business Administration,2004-06-30
3998,3998,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MPhil,Engineering,2006-06-30
3999,3999,South Africa,Bachelor's Degree,University of Cape Town,BSc,Business Administration,2017-06-30
4000,4000,Ghana,Diploma,Ashesi University,HND,Data Analytics,2011-06-30
4001,4001,United States,Bachelor's Degree,Massachusetts Institute of Technology,BSc,Engineering,2020-06-30
4002,4002,Canada,Diploma,University of Toronto,HND,Data Analytics,2017-06-30
4003,4003,Ghana,Bachelor's Degree,University of Ghana,BSc,Economics,2010-06-30
4004,4004,Ghana,Doctoral Degree,Ashesi University,PhD,Data Analytics,1998-06-30
4005,4005,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Information Technology,2005-06-30
4006,4006,Ghana,Master's Degree,Accra Technical University,MSc,Business Administration,2016-06-30
4007,4007,United Kingdom,Diploma,University of London,HND,Business Administration,2002-06-30
4008,4008,Ghana,Bachelor's Degree,Ashesi University,BSc,Business Administration,2025-06-30
4009,4009,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Data Analytics,1996-06-30
4010,4010,Ghana,Master's Degree,University of Ghana,MBA,Economics,2026-06-30
4011,4011,Ghana,Doctoral Degree,Accra Technical University,PhD,Data Analytics,2012-06-30
4012,4012,Ghana,Bachelor's Degree,Ashesi University,BSc,Business Administration,2005-06-30
4013,4013,Ghana,Master's Degree,University of Ghana,MBA,Business Administration,2009-06-30
4014,4014,Ghana,Diploma,University of Ghana,HND,Data Analytics,1991-06-30
4015,4015,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Engineering,1998-06-30
4016,4016,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Business Administration,1992-06-30
4017,4017,Ghana,Diploma,Ashesi University,HND,Business Administration,2009-06-30
4018,4018,Ghana,Master's Degree,University of Cape Coast,MSc,Business Administration,2006-06-30
4019,4019,Ghana,Master's Degree,University of Cape Coast,MBA,Data Analytics,2005-06-30
4020,4020,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Business Administration,2000-06-30
4021,4021,Ghana,Bachelor's Degree,University of Ghana,BA,Business Administration,2007-06-30
4022,4022,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Computer Science,1992-06-30
4023,4023,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Information Technology,2002-06-30
4024,4024,Ghana,Master's Degree,Ashesi University,MBA,Business Administration,2000-06-30
4025,4025,Ghana,Doctoral Degree,Accra Technical University,PhD,Business Administration,2005-06-30
4026,4026,Ghana,Diploma,University of Ghana,HND,Information Technology,2009-06-30
4027,4027,United Kingdom,Master's Degree,University of London,MSc,Engineering,2004-06-30
4028,4028,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MA,Business Administration,1992-06-30
4029,4029,Ghana,Doctoral Degree,Ashesi University,PhD,Information Technology,1990-06-30
4030,4030,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BA,Business Administration,2009-06-30
4031,4031,Ghana,Master's Degree,Ashesi University,MSc,Information Technology,2016-06-30
4032,4032,United Kingdom,Master's Degree,University of London,MSc,Business Administration,2021-06-30
4033,4033,Ghana,Bachelor's Degree,Ashesi University,BSc,Business Administration,2024-06-30
4034,4034,Ghana,Master's Degree,University of Cape Coast,MBA,Data Analytics,2004-06-30
4035,4035,Ghana,Bachelor's Degree,Ashesi University,BA,Business Administration,2007-06-30
4036,4036,Ghana,Master's Degree,University of Cape Coast,MSc,Computer Science,2016-06-30
4037,4037,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Business Administration,2005-06-30
4038,4038,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Engineering,2018-06-30
4039,4039,United States,Doctoral Degree,Massachusetts Institute of Technology,PhD,Engineering,1999-06-30
4040,4040,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Economics,2019-06-30
4041,4041,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Data Analytics,1987-06-30
4042,4042,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Business Administration,2004-06-30
4043,4043,Canada,Diploma,University of Toronto,HND,Data Analytics,1993-06-30
4044,4044,South Africa,Bachelor's Degree,University of Cape Town,BSc,Information Technology,2012-06-30
4045,4045,Canada,Master's Degree,University of Toronto,MSc,Engineering,1996-06-30
4046,4046,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Computer Science,2025-06-30
4047,4047,Ghana,Doctoral Degree,University of Cape Coast,PhD,Engineering,2017-06-30
4048,4048,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Computer Science,2001-06-30
4049,4049,Ghana,Master's Degree,Accra Technical University,MBA,Economics,1990-06-30
4050,4050,Ghana,Doctoral Degree,University of Cape Coast,PhD,Computer Science,2002-06-30
4051,4051,Ghana,Doctoral Degree,Ashesi University,PhD,Engineering,2002-06-30
4052,4052,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MBA,Business Administration,2007-06-30
4053,4053,Ghana,Master's Degree,Ashesi University,MSc,Economics,2001-06-30
4054,4054,South Africa,Bachelor's Degree,University of Cape Town,BSc,Data Analytics,2010-06-30
4055,4055,United States,Bachelor's Degree,Massachusetts Institute of Technology,BSc,Engineering,2018-06-30
4056,4056,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Business Administration,2004-06-30
4057,4057,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Computer Science,2015-06-30
4058,4058,United States,Master's Degree,Massachusetts Institute of Technology,MA,Business Administration,2025-06-30
4059,4059,Ghana,Master's Degree,University of Ghana,MBA,Information Technology,2007-06-30
4060,4060,Canada,Bachelor's Degree,University of Toronto,BSc,Economics,2015-06-30
4061,4061,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Economics,1999-06-30
4062,4062,Ghana,Diploma,University of Ghana,HND,Business Administration,2022-06-30
4063,4063,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MBA,Business Administration,2018-06-30
4064,4064,United Kingdom,Master's Degree,University of London,MBA,Business Administration,2009-06-30
4065,4065,Ghana,Doctoral Degree,Accra Technical University,PhD,Engineering,2015-06-30
4066,4066,United Kingdom,Bachelor's Degree,University of London,BSc,Computer Science,2003-06-30
4067,4067,Ghana,Bachelor's Degree,Ashesi University,BSc,Data Analytics,1995-06-30
4068,4068,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BA,Business Administration,2021-06-30
4069,4069,Canada,Doctoral Degree,University of Toronto,PhD,Engineering,2017-06-30
4070,4070,Ghana,Master's Degree,Ashesi University,MSc,Engineering,2025-06-30
4071,4071,South Africa,Bachelor's Degree,University of Cape Town,BA,Business Administration,1991-06-30
4072,4072,Ghana,Master's Degree,University of Cape Coast,MSc,Engineering,2016-06-30
4073,4073,South Africa,Diploma,University of Cape Town,HND,Engineering,2015-06-30
4074,4074,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Engineering,2022-06-30
4075,4075,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Computer Science,2003-06-30
4076,4076,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Economics,1995-06-30
4077,4077,Ghana,Master's Degree,University of Ghana,MPhil,Computer Science,2008-06-30
4078,4078,Canada,Bachelor's Degree,University of Toronto,BA,Business Administration,2010-06-30
4079,4079,United Kingdom,Diploma,University of London,HND,Engineering,2022-06-30
4080,4080,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Computer Science,2025-06-30
4081,4081,Ghana,Bachelor's Degree,Ashesi University,BSc,Economics,2025-06-30
4082,4082,Ghana,Bachelor's Degree,University of Ghana,BSc,Computer Science,2023-06-30
4083,4083,South Africa,Diploma,University of Cape Town,HND,Computer Science,2007-06-30
4084,4084,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Computer Science,2025-06-30
4085,4085,Ghana,Master's Degree,University of Cape Coast,MBA,Economics,2025-06-30
4086,4086,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Business Administration,2009-06-30
4087,4087,South Africa,Diploma,University of Cape Town,HND,Economics,2010-06-30
4088,4088,Canada,Bachelor's Degree,University of Toronto,BSc,Computer Science,2008-06-30
4089,4089,Ghana,Master's Degree,University of Cape Coast,MA,Business Administration,2013-06-30
4090,4090,Ghana,Doctoral Degree,Accra Technical University,PhD,Engineering,2002-06-30
4091,4091,Ghana,Bachelor's Degree,University of Ghana,BA,Business Administration,2008-06-30
4092,4092,Ghana,Bachelor's Degree,Ashesi University,BSc,Business Administration,1999-06-30
4093,4093,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Economics,1997-06-30
4094,4094,Canada,Bachelor's Degree,University of Toronto,BA,Business Administration,2020-06-30
4095,4095,Ghana,Master's Degree,University of Ghana,MSc,Data Analytics,2014-06-30
4096,4096,South Africa,Diploma,University of Cape Town,HND,Engineering,2007-06-30
4097,4097,Ghana,Bachelor's Degree,Accra Technical University,BSc,Data Analytics,2010-06-30
4098,4098,Ghana,Bachelor's Degree,University of Ghana,BSc,Economics,1999-06-30
4099,4099,Ghana,Master's Degree,Ashesi University,MA,Business Administration,1994-06-30
4100,4100,Ghana,Bachelor's Degree,University of Ghana,BSc,Information Technology,2023-06-30
4101,4101,Ghana,Master's Degree,University of Cape Coast,MBA,Business Administration,1991-06-30
4102,4102,South Africa,Bachelor's Degree,University of Cape Town,BA,Business Administration,2011-06-30
4103,4103,United States,Master's Degree,Massachusetts Institute of Technology,MA,Business Administration,2023-06-30
4104,4104,South Africa,Bachelor's Degree,University of Cape Town,BSc,Engineering,2023-06-30
4105,4105,Ghana,Diploma,Accra Technical University,HND,Business Administration,2025-06-30
4106,4106,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Physics,1997-06-30
4107,4107,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Data Analytics,2025-06-30
4108,4108,Ghana,Diploma,Ashesi University,HND,Engineering,2011-06-30
4109,4109,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Economics,2025-06-30
4110,4110,Ghana,Master's Degree,University of Ghana,MA,Business Administration,1993-06-30
4111,4111,Canada,Doctoral Degree,University of Toronto,PhD,Data Analytics,1996-06-30
4112,4112,Ghana,Diploma,University of Cape Coast,HND,Economics,1989-06-30
4113,4113,Ghana,Bachelor's Degree,Ashesi University,BSc,Computer Science,2009-06-30
4114,4114,Ghana,Diploma,University of Cape Coast,HND,Engineering,2021-06-30
4115,4115,Ghana,Diploma,University of Ghana,HND,Information Technology,2005-06-30
4116,4116,Ghana,Master's Degree,Ashesi University,MSc,Economics,1997-06-30
4117,4117,Ghana,Doctoral Degree,Accra Technical University,PhD,Information Technology,2001-06-30
4118,4118,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Computer Science,2015-06-30
4119,4119,Ghana,Diploma,Ashesi University,HND,Economics,2013-06-30
4120,4120,Ghana,Master's Degree,University of Ghana,MSc,Business Administration,2022-06-30
4121,4121,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Computer Science,2000-06-30
4122,4122,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Data Analytics,1995-06-30
4123,4123,Ghana,Doctoral Degree,University of Cape Coast,PhD,Business Administration,1988-06-30
4124,4124,Ghana,Master's Degree,University of Ghana,MPhil,Engineering,1991-06-30
4125,4125,Ghana,Diploma,Accra Technical University,HND,Computer Science,2009-06-30
4126,4126,Ghana,Bachelor's Degree,University of Cape Coast,BA,Business Administration,2000-06-30
4127,4127,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Computer Science,2025-06-30
4128,4128,Ghana,Master's Degree,University of Ghana,MSc,Computer Science,1992-06-30
4129,4129,Canada,Bachelor's Degree,University of Toronto,BSc,Business Administration,2021-06-30
4130,4130,United Kingdom,Doctoral Degree,University of London,PhD,Data Analytics,2023-06-30
4131,4131,Canada,Bachelor's Degree,University of Toronto,BSc,Information Technology,2020-06-30
4132,4132,Ghana,Master's Degree,Ashesi University,MSc,Business Administration,2012-06-30
4133,4133,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Information Technology,2006-06-30
4134,4134,Ghana,Bachelor's Degree,Ashesi University,BSc,Economics,1999-06-30
4135,4135,United States,Bachelor's Degree,Massachusetts Institute of Technology,BSc,Economics,1993-06-30
4136,4136,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Business Administration,2017-06-30
4137,4137,Ghana,Doctoral Degree,Ashesi University,PhD,Computer Science,2008-06-30
4138,4138,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Computer Science,2013-06-30
4139,4139,Ghana,Diploma,University of Cape Coast,HND,Business Administration,2007-06-30
4140,4140,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Information Technology,2000-06-30
4141,4141,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Data Analytics,2001-06-30
4142,4142,Ghana,Diploma,University of Ghana,HND,Business Administration,2005-06-30
4143,4143,Canada,Master's Degree,University of Toronto,MSc,Economics,1995-06-30
4144,4144,United States,Bachelor's Degree,Massachusetts Institute of Technology,BSc,Computer Science,1994-06-30
4145,4145,Canada,Master's Degree,University of Toronto,MSc,Business Administration,2024-06-30
4146,4146,Ghana,Master's Degree,University of Cape Coast,MBA,Economics,1994-06-30
4147,4147,Ghana,Bachelor's Degree,Accra Technical University,BA,Business Administration,2012-06-30
4148,4148,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Data Analytics,1992-06-30
4149,4149,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Business Administration,2006-06-30
4150,4150,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MA,Business Administration,2021-06-30
4151,4151,Ghana,Doctoral Degree,University of Cape Coast,PhD,Business Administration,2025-06-30
4152,4152,South Africa,Master's Degree,University of Cape Town,MSc,Information Technology,2005-06-30
4153,4153,Canada,Master's Degree,University of Toronto,MBA,Economics,2025-06-30
4154,4154,Canada,Master's Degree,University of Toronto,MBA,Business Administration,2010-06-30
4155,4155,Canada,Bachelor's Degree,University of Toronto,BSc,Economics,2009-06-30
4156,4156,Ghana,Master's Degree,Accra Technical University,MA,Business Administration,2002-06-30
4157,4157,Ghana,Diploma,Ashesi University,HND,Computer Science,2005-06-30
4158,4158,Ghana,Doctoral Degree,Accra Technical University,PhD,Data Analytics,2015-06-30
4159,4159,Ghana,Bachelor's Degree,Accra Technical University,BA,Business Administration,2022-06-30
4160,4160,Ghana,Master's Degree,University of Ghana,MSc,Information Technology,2020-06-30
4161,4161,United Kingdom,Bachelor's Degree,University of London,BSc,Computer Science,2000-06-30
4162,4162,Ghana,Doctoral Degree,University of Ghana,PhD,Business Administration,2017-06-30
4163,4163,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Computer Science,2004-06-30
4164,4164,Ghana,Doctoral Degree,University of Ghana,PhD,Engineering,1995-06-30
4165,4165,United Kingdom,Bachelor's Degree,University of London,BSc,Economics,2002-06-30
4166,4166,Ghana,Master's Degree,Ashesi University,MSc,Information Technology,2025-06-30
4167,4167,Ghana,Bachelor's Degree,Ashesi University,BSc,Data Analytics,2025-06-30
4168,4168,Ghana,Master's Degree,Accra Technical University,MPhil,Engineering,2024-06-30
4169,4169,Ghana,Master's Degree,University of Cape Coast,MPhil,Engineering,1997-06-30
4170,4170,United Kingdom,Diploma,University of London,HND,Information Technology,2019-06-30
4171,4171,Ghana,Master's Degree,Ashesi University,MBA,Business Administration,2025-06-30
4172,4172,Ghana,Diploma,Accra Technical University,HND,Computer Science,2025-06-30
4173,4173,United States,Diploma,Massachusetts Institute of Technology,HND,Computer Science,1988-06-30
4174,4174,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Economics,2009-06-30
4175,4175,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Information Technology & Law,2025-06-30
4176,4176,South Africa,Bachelor's Degree,University of Cape Town,BSc,Engineering,2003-06-30
4177,4177,Ghana,Master's Degree,University of Cape Coast,MSc,Engineering,2014-06-30
4178,4178,Canada,Master's Degree,University of Toronto,MA,Business Administration,2006-06-30
4179,4179,United Kingdom,Master's Degree,University of London,MA,Business Administration,2025-06-30
4180,4180,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Business Administration,1991-06-30
4181,4181,South Africa,Master's Degree,University of Cape Town,MBA,Business Administration,2023-06-30
4182,4182,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Computer Science,2015-06-30
4183,4183,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Information Technology,1994-06-30
4184,4184,Canada,Diploma,University of Toronto,HND,Information Technology,1996-06-30
4185,4185,Ghana,Bachelor's Degree,Accra Technical University,BSc,Economics,2002-06-30
4186,4186,Ghana,Master's Degree,Accra Technical University,MSc,Information Technology,1998-06-30
4187,4187,Ghana,Bachelor's Degree,Ashesi University,BA,Business Administration,1994-06-30
4188,4188,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Economics,2017-06-30
4189,4189,Ghana,Master's Degree,Ashesi University,MBA,Business Administration,2025-06-30
4190,4190,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Economics,2022-06-30
4191,4191,Ghana,Master's Degree,Ashesi University,MBA,Business Administration,2017-06-30
4192,4192,South Africa,Bachelor's Degree,University of Cape Town,BSc,Computer Science,2004-06-30
4193,4193,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Business Administration,2004-06-30
4194,4194,United States,Bachelor's Degree,Massachusetts Institute of Technology,BSc,Economics,2011-06-30
4195,4195,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Business Administration,2025-06-30
4196,4196,Ghana,Bachelor's Degree,University of Ghana,BSc,Data Analytics,2010-06-30
4197,4197,Ghana,Master's Degree,University of Cape Coast,MA,Business Administration,2007-06-30
4198,4198,United States,Bachelor's Degree,Massachusetts Institute of Technology,BSc,Information Technology,2021-06-30
4199,4199,Ghana,Bachelor's Degree,Ashesi University,BSc,Engineering,2023-06-30
4200,4200,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Information Technology,2013-06-30
4201,4201,Ghana,Doctoral Degree,Accra Technical University,PhD,Economics,1994-06-30
4202,4202,Ghana,Bachelor's Degree,Accra Technical University,BSc,Computer Science,2014-06-30
4203,4203,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Computer Science,1995-06-30
4204,4204,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Economics,2007-06-30
4205,4205,Canada,Master's Degree,University of Toronto,MBA,Economics,2024-06-30
4206,4206,Ghana,Master's Degree,Ashesi University,MBA,Data Analytics,1989-06-30
4207,4207,Ghana,Doctoral Degree,Ashesi University,PhD,Economics,2012-06-30
4208,4208,Ghana,Bachelor's Degree,Accra Technical University,BSc,Information Technology,2025-06-30
4209,4209,Ghana,Diploma,University of Cape Coast,HND,Computer Science,2024-06-30
4210,4210,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Information Technology,2004-06-30
4211,4211,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Economics,1993-06-30
4212,4212,Ghana,Bachelor's Degree,Ashesi University,BSc,Business Administration,2000-06-30
4213,4213,Ghana,Doctoral Degree,Accra Technical University,PhD,Information Technology,2016-06-30
4214,4214,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Information Technology,2025-06-30
4215,4215,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MA,Business Administration,2019-06-30
4216,4216,Ghana,Bachelor's Degree,Ashesi University,BSc,Computer Science,2022-06-30
4217,4217,South Africa,Diploma,University of Cape Town,HND,Engineering,1998-06-30
4218,4218,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Business Administration,2018-06-30
4219,4219,South Africa,Doctoral Degree,University of Cape Town,PhD,Business Administration,2016-06-30
