employee_id,year,performance_score,projects_completed,training_hours,attendance_rate ,bonus_awarded
3432,2024,3.53,2,20,95.48,Yes
3432,2025,3.04,10,40,92.28,Yes
3433,2021,4.91,10,56,94.47,Yes
3433,2022,4.25,8,60,89.98,No
3433,2023,4.72,7,53,95.72,No
3433,2024,4.57,6,40,94.14,Yes
3433,2025,4.79,3,46,87.11,No
3434,2021,3.31,10,48,92.19,Yes
3434,2022,2.96,5,44,89.59,No
3434,2023,2.6,4,55,89.87,No
3434,2024,3.22,10,51,98.6,Yes
3434,2025,2.78,7,40,93.4,No
3435,2021,3.08,3,29,89.51,No
3435,2022,3.61,4,43,93.09,Yes
3435,2023,3.56,5,28,96.08,Yes
3435,2024,2.93,4,27,93.75,No
3435,2025,3.25,3,30,92.08,No
3436,2021,3.6,6,22,88.19,Yes
3436,2022,3.62,8,17,87.46,Yes
3436,2023,3.13,2,40,95.64,No
3436,2024,3.7,9,18,95.57,No
3436,2025,3.59,2,12,89.3,Yes
3437,2021,3.41,2,34,95.36,No
3437,2022,3.23,8,32,87.31,Yes
3437,2023,3.05,1,32,97.07,No
3437,2024,3.15,7,17,85.83,Yes
3437,2025,2.96,2,31,88.24,Yes
3438,2021,4.37,6,69,86.27,No
3438,2022,3.96,10,88,95.34,No
3438,2023,4.39,6,81,90.24,No
3438,2024,3.86,9,71,91.41,Yes
3438,2025,4.21,10,62,87.38,No
3439,2021,3.15,7,78,98.16,Yes
3439,2022,3.47,8,68,97.38,No
3439,2023,3.03,5,68,94.25,Yes
3439,2024,2.9,3,86,91.01,No
3439,2025,3.47,8,81,93.69,Yes
3440,2021,3.77,5,64,93.56,No
3440,2022,4.23,6,45,90.16,Yes
3440,2023,3.76,7,55,89.15,Yes
3440,2024,3.59,8,66,94.49,Yes
3440,2025,4.32,10,51,96.39,No
3441,2021,3.24,2,36,92.82,Yes
3441,2022,3.34,10,36,90.63,Yes
3441,2023,3.71,10,49,96.26,Yes
3441,2024,3.1,8,45,95.74,No
3441,2025,3.12,6,49,86.08,No
3442,2021,3.46,5,80,89.77,No
3442,2022,3.44,7,71,98.52,Yes
3442,2023,3.82,2,67,87.69,No
3442,2024,3.75,10,81,92.47,No
3442,2025,3.93,5,69,85.78,Yes
3443,2021,3.14,10,43,97.5,Yes
3443,2022,2.92,10,58,87.97,No
3443,2023,3.09,8,50,89.03,No
3443,2024,2.91,4,57,88.71,No
3443,2025,3.18,3,37,91.09,No
3444,2021,2.83,10,52,95.81,Yes
3444,2022,3.09,10,40,92.67,No
3444,2023,3.19,8,42,88.49,Yes
3444,2024,3.51,6,58,93.66,No
3444,2025,3.46,1,59,89.37,No
3445,2021,4.07,1,71,87.13,No
3445,2022,4.75,3,69,97.95,No
3445,2023,4.05,9,62,90.01,No
3445,2024,4.17,2,70,89.24,Yes
3445,2025,4.56,10,53,96.11,Yes
3446,2021,3.16,1,59,97.91,Yes
3446,2022,3.06,3,62,96.54,No
3446,2023,2.79,4,60,97.05,No
3446,2024,3.01,10,86,96.67,Yes
3446,2025,3.1,3,85,86.59,No
3447,2021,3.79,8,95,88.78,No
3447,2022,3.42,3,69,86.46,Yes
3447,2023,3.35,6,83,97.3,No
3447,2024,3.81,4,83,98.62,No
3447,2025,3.91,9,74,96.08,No
3448,2021,3.49,6,51,92.26,Yes
3448,2022,3.53,5,46,89.41,Yes
3448,2023,3.38,6,66,98.57,Yes
3448,2024,2.99,2,52,98.95,No
3448,2025,3.16,7,65,87.07,Yes
3449,2021,2.81,7,33,85.46,Yes
3449,2022,3.08,10,49,89.69,No
3449,2023,2.91,6,38,90.61,No
3449,2024,3.12,2,51,86.42,No
3449,2025,3.51,1,30,98.04,No
3450,2021,3.63,8,55,94.87,No
3450,2022,3.63,5,38,85.46,No
3450,2023,4.14,8,37,94.88,Yes
3450,2024,4.1,1,63,98.44,No
3450,2025,3.77,2,50,93.12,No
3451,2021,4.03,4,52,98.86,Yes
3451,2022,3.72,1,35,91.53,Yes
3451,2023,3.61,2,57,97.89,No
3451,2024,3.9,3,35,93.35,Yes
3451,2025,3.37,4,47,92.6,No
3452,2021,3.35,6,75,95.48,Yes
3452,2022,3.42,5,79,93.72,No
3452,2023,3.54,3,69,85.38,Yes
3452,2024,3.52,2,87,85.11,Yes
3452,2025,3.57,7,77,97.96,No
3453,2021,4.64,8,76,87.43,Yes
3453,2022,4.09,9,72,90.1,No
3453,2023,4.67,3,82,94.27,No
3453,2024,4.66,2,79,95.99,Yes
3453,2025,4.76,7,69,92.75,Yes
3454,2021,4.3,2,68,87.97,No
3454,2022,4.09,3,80,92.34,No
3454,2023,4.58,1,88,92.39,Yes
3454,2024,3.96,4,86,99.77,No
3454,2025,3.93,1,71,85.41,Yes
3455,2021,3.68,9,41,86.26,Yes
3455,2022,3.5,3,53,85.28,No
3455,2023,3.07,4,56,95.13,No
3455,2024,3.21,10,57,95.68,Yes
3455,2025,3.1,4,45,91.99,Yes
3456,2021,4.38,3,55,88.05,No
3456,2022,3.9,1,60,90.94,Yes
3456,2023,4.06,10,58,86.16,No
3456,2024,4.5,9,54,97.41,Yes
3456,2025,4.16,8,55,95.07,No
3457,2021,3.19,2,69,94.13,No
3457,2022,3.08,1,81,99.85,No
3457,2023,3.32,2,95,95.84,Yes
3457,2024,2.96,9,86,88.24,Yes
3457,2025,2.7,7,94,93.33,Yes
3458,2021,4.54,5,57,98.06,Yes
3458,2022,3.97,5,67,99.46,Yes
3458,2023,4.05,10,45,89.57,No
3458,2024,4,8,53,93.29,Yes
3458,2025,4.6,1,54,88.38,Yes
3459,2021,2.32,1,35,93.95,Yes
3459,2022,2.57,6,44,85.82,Yes
3459,2023,2.73,9,47,93.08,Yes
3459,2024,2.54,9,63,92.68,Yes
3459,2025,2.35,9,38,98.11,No
3460,2021,3.64,4,44,89.71,No
3460,2022,3.49,3,60,91.32,No
3460,2023,3.57,2,65,86.55,Yes
3460,2024,3.75,1,61,99.32,Yes
3460,2025,3.79,8,50,89.72,Yes
3461,2021,3.09,8,55,97.78,No
3461,2022,3.09,2,61,91.04,Yes
3461,2023,2.96,10,69,89.63,Yes
3461,2024,2.42,6,64,93.74,Yes
3461,2025,2.83,7,74,88.33,Yes
3462,2021,3.73,4,73,85.78,Yes
3462,2022,3.12,10,84,86.2,No
3462,2023,3.19,9,79,95.8,No
3462,2024,3.29,7,77,92.02,No
3462,2025,3.34,5,91,95.83,No
3463,2021,3.8,8,77,99.63,No
3463,2022,3.66,8,78,95.53,No
3463,2023,3.65,7,69,87.58,No
3463,2024,3.85,10,74,98.24,Yes
3463,2025,3.37,9,76,93.54,Yes
3464,2021,3.14,7,61,89.45,Yes
3464,2022,3.43,4,75,87.94,Yes
3464,2023,3.35,7,62,97.07,No
3464,2024,3.88,8,55,97.53,No
3464,2025,3.76,6,71,87.41,Yes
3465,2021,2.99,9,61,98.06,Yes
3465,2022,2.97,7,62,91.65,Yes
3465,2023,2.85,5,47,86.99,Yes
3465,2024,2.99,1,63,98.15,No
3465,2025,3.01,8,63,91.39,Yes
3466,2021,2.46,1,48,94.05,No
3466,2022,3.12,7,31,88.02,No
3466,2023,2.73,6,33,93.36,No
3466,2024,3.02,10,39,98.8,No
3466,2025,2.99,3,51,99.8,No
3467,2021,2.74,9,40,85.31,Yes
3467,2022,3.26,7,62,92.87,Yes
3467,2023,2.95,8,62,86.07,No
3467,2024,3.45,1,59,92.53,No
3467,2025,3.11,10,65,90.27,No
3468,2021,2.54,1,64,88.74,Yes
3468,2022,2.95,3,69,91.05,No
3468,2023,2.61,4,79,95.74,No
3468,2024,2.39,5,80,89.13,No
3468,2025,2.62,2,87,88.27,No
3469,2021,3.81,8,81,89.63,No
3469,2022,3.64,3,73,93.84,Yes
3469,2023,3.31,8,79,85.53,No
3469,2024,3.53,8,93,86.65,No
3469,2025,3.64,6,78,85.73,Yes
3470,2021,3.97,10,26,88.39,No
3470,2022,3.31,8,22,97.51,No
3470,2023,3.64,8,24,85.02,Yes
3470,2024,3.61,10,44,92.03,Yes
3470,2025,3.42,9,29,99.09,No
3471,2021,3.11,4,76,90.63,No
3471,2022,2.98,9,76,85.64,Yes
3471,2023,3.09,6,76,92.06,No
3471,2024,3.37,5,78,87.42,No
3471,2025,3.22,7,53,97.02,No
3472,2021,4.69,4,45,97.06,No
3472,2022,4.72,3,40,95.62,No
3472,2023,4.21,9,57,91.93,No
3472,2024,4.62,2,42,92.16,Yes
3472,2025,4.19,1,64,89.83,No
3473,2021,3.59,6,19,91.76,No
3473,2022,3.32,4,21,95.2,No
3473,2023,2.98,2,12,89.83,Yes
3473,2024,3.49,6,11,97.43,No
3473,2025,3.03,1,27,94.03,No
3474,2021,3.7,10,97,92.05,Yes
3474,2022,3.49,9,89,99.86,No
3474,2023,3.66,4,81,90.38,No
3474,2024,3.99,8,97,94.01,No
3474,2025,4,6,86,92.12,Yes
3475,2021,4.01,9,85,85.3,No
3475,2022,4.01,6,84,93.89,No
3475,2023,3.96,1,76,90.25,No
3475,2024,4.15,6,81,94.93,No
3475,2025,4.31,1,71,85.03,No
3476,2021,2.73,4,65,91.54,No
3476,2022,3.2,6,89,95.91,No
3476,2023,2.78,3,92,92.12,Yes
3476,2024,2.73,3,93,88.84,No
3476,2025,3.07,4,76,90.57,Yes
3477,2021,3.41,7,49,97.49,Yes
3477,2022,3.71,6,77,89.82,Yes
3477,2023,3.79,3,54,87.89,Yes
3477,2024,3.33,3,72,87.15,No
3477,2025,3.28,5,66,88.52,Yes
3478,2021,4.3,1,26,90.73,No
3478,2022,4.25,4,20,94.25,No
3478,2023,4.51,3,33,90.6,No
3478,2024,4.62,5,18,97.42,Yes
3478,2025,4.19,10,29,99.96,No
3479,2021,3.33,9,82,85.34,Yes
3479,2022,3.63,8,63,90.14,Yes
3479,2023,3.68,3,66,96.33,Yes
3479,2024,3.42,8,80,87.27,No
3479,2025,3.86,1,54,91.26,Yes
3480,2021,3.34,5,51,90.12,Yes
3480,2022,3.31,3,39,96.71,Yes
3480,2023,2.94,4,34,99.4,No
3480,2024,3.13,7,56,96.27,No
3480,2025,2.96,7,40,98.55,No
3481,2021,3.03,5,48,86.31,Yes
3481,2022,3.25,4,53,99.35,No
3481,2023,3.06,1,49,85.68,No
3481,2024,3.53,9,31,95.44,Yes
3481,2025,3.36,10,47,88.46,No
3482,2021,3.12,10,95,90.16,No
3482,2022,2.82,2,94,89.53,No
3482,2023,3.37,10,93,86.74,Yes
3482,2024,3.06,10,87,89.93,No
3482,2025,3.08,1,95,90.52,No
3483,2021,3.34,3,68,92.77,No
3483,2022,2.68,7,68,98.35,Yes
3483,2023,3.06,1,70,93.74,Yes
3483,2024,3.18,6,64,86.32,No
3483,2025,3.16,6,55,90.44,No
3484,2021,4.02,1,46,98.89,No
3484,2022,3.98,6,31,92.42,No
3484,2023,4.3,4,27,94.05,No
3484,2024,4.68,2,32,94.98,No
3484,2025,4.58,8,18,89.6,Yes
3485,2021,2.91,5,41,86.24,No
3485,2022,2.78,5,52,91.75,No
3485,2023,3.45,10,27,97.78,Yes
3485,2024,3.23,1,45,94.83,Yes
3485,2025,3.42,5,27,99.32,No
3486,2021,4.1,3,38,93.55,No
3486,2022,4.46,7,49,87.1,No
3486,2023,3.79,5,61,86.59,No
3486,2024,3.92,2,59,97.19,No
3486,2025,4.45,1,63,86.06,No
3487,2021,4.12,7,49,93.95,No
3487,2022,3.91,3,45,89.27,Yes
3487,2023,4.32,1,35,89.94,Yes
3487,2024,3.82,10,52,93.4,Yes
3487,2025,4.06,10,55,95.96,No
3488,2021,3.48,5,32,94.21,Yes
3488,2022,3.16,4,21,90.77,Yes
3488,2023,3.23,10,14,88.21,No
3488,2024,3.83,2,13,99.94,Yes
3488,2025,3.41,7,24,97.4,Yes
3489,2021,4.18,6,62,96.93,No
3489,2022,4.45,7,61,89.32,Yes
3489,2023,4.63,7,62,86.07,Yes
3489,2024,4.29,10,64,94.79,Yes
3489,2025,4.75,4,87,87.46,Yes
3490,2021,3.62,5,67,87.65,No
3490,2022,3.4,9,80,85.86,Yes
3490,2023,2.94,4,79,99.59,No
3490,2024,2.95,7,90,90.85,Yes
3490,2025,3.34,10,65,95.08,No
3491,2021,3.83,6,74,89.31,Yes
3491,2022,3.53,7,65,87.18,Yes
3491,2023,4.22,1,82,85.13,No
3491,2024,3.66,6,80,85,No
3491,2025,3.54,3,81,96.19,No
3492,2021,4.31,4,27,98.68,No
3492,2022,4.52,5,19,93.74,Yes
3492,2023,4.49,8,41,86.34,No
3492,2024,4.64,8,17,95.03,No
3492,2025,4.45,10,32,91.06,Yes
3493,2021,2.68,4,95,98.38,No
3493,2022,3.18,5,78,92.09,No
3493,2023,3.11,1,76,85.63,Yes
3493,2024,2.63,1,79,97.08,Yes
3493,2025,2.69,3,88,90.35,No
3494,2021,3.11,2,55,97.6,No
3494,2022,3.22,6,50,86.31,Yes
3494,2023,3.45,4,35,92.34,Yes
3494,2024,2.8,8,36,98.33,No
3494,2025,3.38,6,60,97.54,Yes
3495,2021,4.55,10,32,99.69,Yes
3495,2022,4.07,10,22,91.96,No
3495,2023,4.23,1,31,97.73,No
3495,2024,4.19,10,20,96.57,No
3495,2025,4.06,4,27,96.88,Yes
3496,2021,3.61,6,56,88.4,Yes
3496,2022,3.57,8,47,96.09,Yes
3496,2023,3.49,6,53,98.93,Yes
3496,2024,3.49,1,51,96.75,Yes
3496,2025,3.59,7,65,91.84,No
3497,2021,3.5,1,58,90.72,No
3497,2022,3.15,6,43,90.09,No
3497,2023,3.18,3,49,99.4,No
3497,2024,3.58,1,41,85.16,No
3497,2025,3.13,4,60,92.3,No
3498,2021,4.63,9,65,92.74,No
3498,2022,4.36,9,66,91.32,Yes
3498,2023,4.5,3,84,97.86,Yes
3498,2024,4.23,10,65,85.08,No
3498,2025,4.2,6,76,99.8,Yes
3499,2021,3.6,7,60,95.7,Yes
3499,2022,3.37,9,53,86.18,Yes
3499,2023,3.4,1,41,90.54,No
3499,2024,3.51,10,47,96.91,No
3499,2025,3.39,5,41,97.68,No
3500,2021,4.55,9,71,86.15,No
3500,2022,3.89,6,72,88.46,No
3500,2023,4.24,10,79,87.85,Yes
3500,2024,4.33,10,88,94.71,No
3500,2025,4.39,1,86,88,Yes
3501,2021,4.55,8,70,93.84,Yes
3501,2022,4.42,4,79,88.45,No
3501,2023,4.09,8,72,99.31,Yes
3501,2024,4.45,9,71,94.37,Yes
3501,2025,4.74,10,56,86.49,No
3502,2021,3.72,10,89,85.41,Yes
3502,2022,3.55,2,80,88.52,Yes
3502,2023,3.48,6,87,97.51,No
3502,2024,3.72,9,87,99.78,No
3502,2025,3.73,10,89,99.99,No
3503,2021,4.92,5,45,99.68,Yes
3503,2022,4.3,6,52,99.85,Yes
3503,2023,4.81,10,33,86.49,No
3503,2024,4.39,8,44,98.46,No
3503,2025,4.91,6,50,94,No
3504,2021,3.59,3,29,88.24,No
3504,2022,3.54,10,17,85.11,No
3504,2023,3.54,8,36,93.98,Yes
3504,2024,3.41,6,33,97.78,No
3504,2025,3.62,7,32,96.73,Yes
3505,2021,3.93,1,33,94.19,No
3505,2022,4.03,2,41,85.81,No
3505,2023,3.87,3,37,94.05,No
3505,2024,3.73,9,24,95.12,No
3505,2025,3.49,3,32,99.9,Yes
3506,2021,4.09,3,87,98.14,No
3506,2022,4.39,9,67,87.42,Yes
3506,2023,4.33,9,63,86.52,No
3506,2024,4.76,8,57,91.06,Yes
3506,2025,4.81,8,80,96.88,Yes
3507,2021,3.52,7,76,89.5,No
3507,2022,3.39,6,82,87.79,Yes
3507,2023,3.62,5,83,96.93,Yes
3507,2024,3.16,6,87,93.74,No
3507,2025,3.59,2,79,97.75,No
3508,2021,3.27,6,88,86.48,Yes
3508,2022,3.37,2,98,86.56,Yes
3508,2023,2.92,2,75,86.5,No
3508,2024,3.12,7,77,91.68,Yes
3508,2025,3.34,3,71,95.48,Yes
3509,2021,2.83,3,40,95.78,No
3509,2022,3.05,9,12,98.05,Yes
3509,2023,3.19,6,16,93.61,Yes
3509,2024,2.89,8,18,87.7,No
3509,2025,2.63,10,33,94.85,No
3510,2021,3.06,3,70,93.9,Yes
3510,2022,2.72,7,81,85.76,Yes
3510,2023,2.45,9,72,96.66,No
3510,2024,2.37,4,69,97.92,Yes
3510,2025,2.31,6,65,96.12,No
3511,2021,3.31,7,68,98.71,No
3511,2022,2.75,10,66,86.5,Yes
3511,2023,2.66,10,60,87.21,Yes
3511,2024,2.82,4,81,86.3,Yes
3511,2025,3.43,3,55,98.39,No
3512,2021,3.52,7,54,93.23,Yes
3512,2022,3.05,9,72,87.46,Yes
3512,2023,3.11,7,49,94.3,Yes
3512,2024,3.42,4,55,90.58,No
3512,2025,3.54,1,58,86.62,No
3513,2021,3.08,3,39,92.64,No
3513,2022,2.88,6,27,87.28,Yes
3513,2023,2.67,2,45,88.11,No
3513,2024,3.02,5,30,96.08,Yes
3513,2025,2.91,9,51,85.22,No
3514,2021,3.16,7,28,97.63,Yes
3514,2022,2.84,9,47,91.72,No
3514,2023,2.95,8,35,95,Yes
3514,2024,3.18,5,37,87.53,Yes
3514,2025,3.24,4,36,86.53,No
3515,2021,3.79,2,56,85.27,Yes
3515,2022,3.47,9,70,92.51,No
3515,2023,3.39,8,70,97.13,Yes
3515,2024,3.07,6,51,86.95,Yes
3515,2025,3.79,1,58,92.28,No
3516,2021,3.05,9,37,90.35,Yes
3516,2022,2.7,5,39,93.43,No
3516,2023,2.77,6,63,95.38,Yes
3516,2024,3.15,4,37,93.77,Yes
3516,2025,3.11,1,47,92.14,No
3517,2021,4.11,9,71,99.99,Yes
3517,2022,4.64,7,71,94.54,Yes
3517,2023,4.72,8,55,87.13,No
3517,2024,4.33,8,64,94.61,No
3517,2025,4.44,5,67,98.81,No
3518,2021,4.8,3,83,93.42,No
3518,2022,4.44,9,66,98.82,No
3518,2023,4.78,10,56,97.93,Yes
3518,2024,4.52,4,75,99.13,Yes
3518,2025,4.1,2,56,89.1,Yes
3519,2021,3.33,4,41,86.93,Yes
3519,2022,3.51,10,41,86.75,No
3519,2023,3.54,4,47,87.46,Yes
3519,2024,3.37,7,51,90.27,Yes
3519,2025,3.12,8,46,92.78,No
3520,2021,3.23,2,39,93.19,No
3520,2022,3.01,10,53,86.37,No
3520,2023,3.25,8,42,88.6,Yes
3520,2024,3.12,6,45,88.81,No
3520,2025,3.27,10,38,93.48,No
3521,2021,2.55,10,43,89.11,Yes
3521,2022,2.86,2,48,98.07,No
3521,2023,2.6,1,58,88.62,No
3521,2024,2.65,5,53,91.11,Yes
3521,2025,2.92,3,61,97.64,Yes
3522,2021,2.52,9,54,96.08,Yes
3522,2022,2.73,8,71,85.8,No
3522,2023,2.65,10,59,95.11,No
3522,2024,2.82,8,69,94.31,Yes
3522,2025,2.67,5,62,98.96,No
3523,2021,3.58,6,66,89.02,Yes
3523,2022,3.15,4,60,89.37,No
3523,2023,3.18,5,60,99.31,No
3523,2024,2.87,3,58,89.26,Yes
3523,2025,3.02,6,54,86.14,No
3524,2021,3.25,5,51,88.78,No
3524,2022,3.09,10,57,90.9,Yes
3524,2023,2.82,6,51,91.35,No
3524,2024,2.67,10,52,91.43,Yes
3524,2025,3.24,1,35,88.01,Yes
3525,2021,2.93,8,32,85.1,No
3525,2022,2.67,8,31,86.77,No
3525,2023,2.62,2,31,92.15,No
3525,2024,3.29,3,38,88.55,Yes
3525,2025,2.79,4,43,90.57,Yes
3526,2021,3.48,6,40,85.47,No
3526,2022,3.81,5,40,92.59,Yes
3526,2023,3.96,4,55,93.33,No
3526,2024,3.83,8,58,92.14,Yes
3526,2025,3.29,9,52,89.75,No
3527,2021,3.76,7,43,96.01,Yes
3527,2022,3.76,4,47,91.28,No
3527,2023,4.1,9,45,96.49,Yes
3527,2024,4.01,3,26,95.39,Yes
3527,2025,3.46,2,49,97.15,No
3528,2021,3.99,10,33,85.31,Yes
3528,2022,4.33,6,45,86.34,No
3528,2023,4.46,1,40,94.92,Yes
3528,2024,4.21,8,27,99.41,Yes
3528,2025,3.91,9,34,92.47,No
3529,2021,3.95,8,35,96.66,Yes
3529,2022,4.01,3,58,85.58,No
3529,2023,3.36,8,39,93.06,Yes
3529,2024,3.68,8,49,96.35,Yes
3529,2025,3.67,9,34,98.82,No
3530,2021,3.74,3,27,91.22,No
3530,2022,3.22,4,35,95.99,No
3530,2023,3.13,2,40,87.69,Yes
3530,2024,3.5,7,48,96.12,Yes
3530,2025,3.73,3,51,86.7,No
3531,2021,3.83,6,73,97.3,No
3531,2022,3.67,4,77,97.32,No
3531,2023,4,1,78,89.94,No
3531,2024,3.88,10,77,96.33,Yes
3531,2025,3.85,3,84,91.33,No
3532,2021,4.04,8,59,94.86,No
3532,2022,3.9,7,47,93.6,Yes
3532,2023,4.13,1,33,91.56,Yes
3532,2024,3.53,10,34,87.74,Yes
3532,2025,4.09,10,50,99.47,Yes
3533,2021,3.03,1,51,86.58,Yes
3533,2022,2.73,2,67,93.4,No
3533,2023,2.9,2,69,98.34,No
3533,2024,2.5,9,51,89.6,Yes
3533,2025,2.73,4,70,85.14,No
3534,2021,4.03,2,19,96.4,Yes
3534,2022,4.09,2,44,98.25,No
3534,2023,3.66,7,17,88.77,No
3534,2024,3.65,7,25,94.66,Yes
3534,2025,3.66,10,29,90.08,No
3535,2021,4.7,6,74,87.55,No
3535,2022,4.64,2,85,94.53,No
3535,2023,4.59,1,75,94.15,Yes
3535,2024,4.59,6,70,85.03,Yes
3535,2025,4.73,7,77,88.13,No
3536,2021,3.81,3,42,89.94,Yes
3536,2022,4.4,10,50,95.64,Yes
3536,2023,3.73,9,35,87.86,No
3536,2024,4.14,8,35,88.17,Yes
3536,2025,3.83,8,45,98.65,No
3537,2021,3.8,5,78,94.83,Yes
3537,2022,4.1,9,72,99.21,No
3537,2023,3.68,9,71,94.95,Yes
3537,2024,3.93,7,90,85.91,Yes
3537,2025,3.87,8,88,90.53,Yes
3538,2021,3.96,8,72,94.31,No
3538,2022,3.96,9,62,88.26,Yes
3538,2023,4.18,2,60,90.77,No
3538,2024,4.03,3,68,85.01,Yes
3538,2025,4.32,7,84,98.14,Yes
3539,2021,2.98,4,23,88.17,Yes
3539,2022,2.93,4,21,93.27,No
3539,2023,3.1,2,37,93.28,No
3539,2024,3.15,4,11,86.76,No
3539,2025,3.17,6,14,88.06,Yes
3540,2021,3.19,6,33,88.3,No
3540,2022,3.18,6,40,99.29,No
3540,2023,2.91,2,58,86.14,Yes
3540,2024,3,1,49,89.36,No
3540,2025,2.94,4,41,85.44,No
3541,2021,4.6,1,61,93.03,No
3541,2022,3.89,4,36,89.78,Yes
3541,2023,4.29,9,52,85.2,No
3541,2024,4.26,7,48,94.95,Yes
3541,2025,4.35,7,43,87.35,No
3542,2021,3.23,3,39,98.04,Yes
3542,2022,3.3,8,16,97.59,No
3542,2023,3.07,2,38,86.94,Yes
3542,2024,3.03,9,26,98.55,No
3542,2025,2.96,6,39,89.01,Yes
3543,2021,3.69,9,77,91.14,No
3543,2022,3.42,4,72,98.81,No
3543,2023,3.41,5,62,95.37,No
3543,2024,3.38,8,59,94.01,Yes
3543,2025,3.2,6,61,95.89,No
3544,2021,2.83,10,38,93.31,Yes
3544,2022,3.12,10,44,99.08,Yes
3544,2023,2.79,7,43,99.62,Yes
3544,2024,3.3,4,49,97.24,No
3544,2025,3.45,9,36,90.52,No
3545,2021,4.62,5,52,96.42,Yes
3545,2022,4.57,4,52,89.82,No
3545,2023,4.56,8,60,96.34,No
3545,2024,4.38,5,57,85.19,No
3545,2025,3.95,5,72,87.72,Yes
3546,2021,4.01,5,44,91.21,No
3546,2022,4.46,1,58,87.6,No
3546,2023,3.79,7,59,86.96,Yes
3546,2024,3.99,4,39,97.04,No
3546,2025,4.37,4,47,94.23,Yes
3547,2021,3.99,3,31,98.02,No
3547,2022,4.48,3,21,89.02,Yes
3547,2023,4,1,24,90.54,No
3547,2024,3.74,2,37,89.61,No
3547,2025,4.34,7,18,88.51,Yes
3548,2021,4.51,8,46,92.13,No
3548,2022,4.17,6,38,85.5,Yes
3548,2023,4.64,5,60,92.47,Yes
3548,2024,4.53,9,55,99.85,No
3548,2025,4.35,3,41,87.63,Yes
3549,2021,2.59,8,64,85.3,Yes
3549,2022,2.56,10,84,89.46,Yes
3549,2023,2.78,10,86,86.22,Yes
3549,2024,2.84,10,74,96.45,No
3549,2025,2.48,9,83,87.35,Yes
3550,2021,3.46,6,69,90.74,Yes
3550,2022,3.45,4,71,87.23,No
3550,2023,3.46,9,69,94.89,Yes
3550,2024,3.53,4,78,91.99,No
3550,2025,3.31,6,77,87.18,Yes
3551,2021,3.12,7,65,94.89,No
3551,2022,3.51,8,74,96.15,Yes
3551,2023,3.32,4,87,91.05,No
3551,2024,3.25,4,89,95.84,No
3551,2025,3.41,3,78,87.93,Yes
3552,2021,2.86,7,74,85.6,No
3552,2022,3.23,6,62,98.22,No
3552,2023,3.14,10,67,91.14,Yes
3552,2024,2.8,7,57,97.97,No
3552,2025,3.14,10,64,97.9,No
3553,2021,4.26,4,75,98.73,No
3553,2022,4.14,6,64,90.24,Yes
3553,2023,4.8,8,52,89.4,No
3553,2024,4.49,9,47,98.99,Yes
3553,2025,4.65,10,69,91.68,Yes
3554,2021,2.88,7,81,92.74,No
3554,2022,2.7,8,74,90.56,Yes
3554,2023,2.68,7,92,86.09,No
3554,2024,2.91,5,75,86.4,No
3554,2025,2.86,3,67,89.41,No
3555,2021,3.04,9,70,98.19,No
3555,2022,3.15,9,55,94.23,Yes
3555,2023,3.27,9,71,96.93,No
3555,2024,3.3,10,74,98.22,No
3555,2025,2.95,7,69,85.22,No
3556,2021,4.14,6,24,98.48,Yes
3556,2022,4.39,7,51,98.69,No
3556,2023,4.57,4,27,95.06,Yes
3556,2024,4.78,5,41,94.89,No
3556,2025,4.12,7,43,96.31,No
3557,2021,3.61,8,68,93.7,No
3557,2022,3.99,5,49,89.71,Yes
3557,2023,3.55,5,67,96.48,No
3557,2024,3.49,4,68,85.71,Yes
3557,2025,3.26,10,60,86.78,No
3558,2021,3.54,8,30,99.14,Yes
3558,2022,2.95,8,31,95.83,No
3558,2023,3.2,2,47,85.36,Yes
3558,2024,3.11,1,38,92.26,No
3558,2025,2.98,8,35,89.14,No
3559,2021,4.03,3,41,85.34,No
3559,2022,3.39,4,23,97.55,Yes
3559,2023,3.98,7,17,93.52,Yes
3559,2024,4.09,1,20,99.92,No
3559,2025,3.48,5,22,90.72,No
3560,2021,3.26,6,32,89.58,No
3560,2022,3.53,6,24,85.13,Yes
3560,2023,3.42,2,50,89.85,No
3560,2024,3.8,7,27,91.22,Yes
3560,2025,3.21,5,23,99.36,No
3561,2021,3.17,10,56,89.28,Yes
3561,2022,3.2,1,62,92.7,No
3561,2023,2.87,3,57,87.49,Yes
3561,2024,2.7,6,60,98.19,No
3561,2025,2.81,6,54,91.56,Yes
3562,2021,3.36,3,38,91.4,No
3562,2022,3.01,3,59,89.47,No
3562,2023,3.04,10,56,92.64,Yes
3562,2024,3.36,10,55,97.15,No
3562,2025,3.23,1,68,95.97,Yes
3563,2021,4.68,5,62,93.52,No
3563,2022,4.12,6,57,96.42,No
3563,2023,4.41,1,49,93.75,Yes
3563,2024,4.38,1,61,90.65,No
3563,2025,4.24,9,50,92.11,Yes
3564,2021,3.31,5,41,92.08,Yes
3564,2022,3.44,2,52,90.83,No
3564,2023,3.31,2,38,86.41,Yes
3564,2024,3.85,9,42,88.04,Yes
3564,2025,3.65,5,32,99.43,Yes
3565,2021,4.25,2,50,97.57,No
3565,2022,3.98,9,50,97.47,No
3565,2023,4.18,1,54,92.93,No
3565,2024,4.05,2,59,91.53,Yes
3565,2025,4.02,5,66,96.23,No
3566,2021,4.21,7,45,86.43,No
